Title,Location,Company,Description,Salary,Tipo_Puesto,English,Academy_grade,Years_Experience,SoftSkill,HardSkill,Remoto,Estado,Accessed_Date
People Ops - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.
The role involves all actions that help employees be productive at work, from the moment they’re hired to the moment they leave.

Responsibilities:
Modernize and digitalize outdated, bureaucratic HR systems, including payroll and applicant tracking software.
Treat employees as internal customers and increase their satisfaction.
Support employees on a day-to-day basis and answer questions about benefits and company policies.
Keep track of and analyze HR metrics (e.g. turnover rates, time to hire).
Onboard new employees and ensure they have access to necessary resources and tech.

Requirements:
Prior extensive experience in a People Operations role.
Exceptional Customer Service skills.
Team player who can jump in and support the team on a variety of topics and tasks.
Enthusiasm for and broad experience with software tools.
Proven experience quickly learning new software tools.
Willing to make People Operations as open and transparent as possible.
Proven organizational skills with high attention to detail and the ability to prioritize.
Excellent written and verbal communication skills.
You share our values, and work in accordance with those values.
The ability to work in a fast-paced environment with attention to detail is essential.
High sense of urgency and accuracy.","$ 50,000 a 60,000",Empleado de tiempo completo,Nivel Intermedio,,,"Attention to details, Comunication skills, Continuously learn, Enthusiasm, Organization, Team Player, Written and oral communication",Environment,, Ciudad de México,2020-10-30
Growth Analyst - Remoto Global,Remoto,Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.
As a Growth Analyst you will be responsible for leading, planning and executing Lead Generation strategies for the business.

Responsibilities:
-Plan and execute Lead Generation strategies.
-Work with Marketing agencies to define and implement growth strategies.
-Identifying potential customers and generate initiatives to acquire them.
-Understand and developing budgets, being able to keep track of KPIs.
-Supporting sales and Lead Generation efforts.
-Coordinating Marketing projects from start to finish.
-Work with different Marketing agencies to achieve goals.

Requirements:
-Bachelor’s degree in Business, Engineering, Marketing, or related field.
-Effective time management skills and the ability to multitask.
-Attention to detail.
-Data driven and analytical skills
-Professional and proactive work ethic.
-High competence in project and stakeholder management.
-Excellent interpersonal, written and oral communication skills.","$ 25,000 a 30,000",Empleado de tiempo completo,Nivel Avanzado,Bachelor,,"Analitical, Attention to details, Comunication skills, Interpersonal, Written and oral communication",,Remote,Remoto,2020-10-30
Senior Back End Software Engineer - Remoto en Latinoamérica,Remoto,Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.
We’re looking for a Senior Back End Developer to join our team. 

We need to people like you, who want to build technology and an engineering culture from the ground up.

Requirements:
-5+ years of software engineering experience.
-Loves to research, learn and suggest new technologies and trends around JavaScrip.
-Experience with PHP and/or NodeJS for Web APIS REST.
-Experience with MongoDb and MySQL8.
-Wants to build tech from scratch and make decisions around the technology.
-Understands the importance of entire product development cycles, agile development and structures and the importance of continuously delivering value to the user through technology.
-Thinks about technical solutions in the context of the customer problem that is being solved, can communicate tradeoffs and make difficult tech decisions to build MVPs.
-Loves solving tough problems and working with autonomy while being aligned to company goals.
-Preferably with experience in high growth startups.","$ 45,000 a 50,000",Empleado de tiempo completo,Nivel Intermedio,,5+ years,"Comunication skills, Continuously learn",MongoDB,Remote,Remoto,2020-10-30
Desarrollador Backend - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.

Responsabilidades y funciones:
-Desarrollo de código y librerías que sean reutilizables en el futuro.
-Buscar soluciones óptimas de programación y aplicarlas.
-Documentación de sistemas y módulos actuales y futuros.
-Mantener estándares de código seguro.
-Ejecución y administración formal de las pruebas del sistema.
-Asesorar y atender consultas técnicas y soporte propio de su área.
-Participar/asistir en el estudio y análisis de nuevos proyectos.

Requisitos:
-Desarrollo en Python, Java o similar (por lo menos 3 años).
-Obtención o explotación de información de bases de datos.
-Control de versiones con aplicaciones tipo Git.
-Manejo de microservicios.","$ 30,000 a 35,000",Empleado de tiempo completo,Nivel Intermedio,,3 años,,"Git, Java, Python",, Ciudad de México,2020-10-30
Desarrollador Senior / Backend - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.
Responsabilidades y funciones:
-Definición y desarrollo de la arquitectura de software de nuevos proyectos.
-Interactuar con otras áreas para diseñar soluciones.
-Desarrollo de código de alta calidad y librerías que sean reutilizables en el futuro.
-Liderar equipos en metodologías scrum.
-Mantener estándares de código seguro.
-Ejecución y administración formal de las pruebas del sistema.

Requisitos:
-Más de 6 años como programador experto.
-Más de 3 años definiendo y desarrollando arquitecturas de software.
-Más de 3 años liderando equipos de desarrollo de software.
-Conocimientos robustos de ingeniería de software.
-Conocimiento experto de bases de datos relacionales, Python y JavaScript.
-Conocimientos sólidos en integración y despliegue continuos.
-Alta calidad de código, documentación, diagramas de flujo y secuencia.
-Enfoque orientado a APIs, diseño de servicios rest.
4051","$ 40,000 a 45,000",Empleado de tiempo completo,Nivel Intermedio,Licenciatura,"6 años, 3 años, 3 años",,"JavaScript, Python",, Ciudad de México,2020-10-30
Performance Marketing Lead - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.
As Performance Marketing Lead you will be in charge of defining, devising and managing the Marketing Analytics, Customer Relationships and Loyalty Strategy across our different brands.

Main responsibilities:
-Ownership and full management of the overall Performance Marketing (Paid Media and SEO) program to all sets of brands and customers.
-Develop and deliver strategy to grow the digital offering in line with overall business and marketing goals.
-Build and lead an exceptional in-house team of commercially and customer focussed performance marketing and SEO professionals.
-Drive the collection and understanding of customer engagement data to identify conversion (CRO) and Marketing investments optimisation (MROI) opportunities.
-Develop and manage senior level relationships and partnerships with digital media companies and agencies.
-Reporting on key metrics, analyzing and interpreting trends and providing actionable insights based on available analytics data.
-Define and measure growth metrics, dashboards, and be responsible for communicating key actionable insights to the business.
-Oversee creation of meaningful marketing KPI dashboards and delivering monthly, cross-channel performance reports with actionable insights.
-Develop and execute an organic growth strategy that drives new traffic to brand D2C websites, increases customer leads, and helps build awareness.
-Manage Performance Marketing budget and P&Ls across multiple brands.

Requirements:
-8+ years of Performance and Growth Marketing experience, including Paid Media, Social, Re-Mkt and SEO.
-Deep understanding of traditional and emerging channels used for acquiring and retaining customers, ideally including some combination of SEM, programmatic Display, Paid social, Video and various offline channels.
-An inspirational leader of people and used to managing complex and innovation Performance and Growth Marketing strategies to a large B2C and B2B audience base.
-Relevant experience engaging and managing Performance Marketing platforms.
-You love all things data and are analytical in your approach.
-Significant experience in data planning is essential.
-Experience of working with 3rd parties (i.e. key media players, agencies and consultants).
-Experience in ATL advertising and more traditional media is a plus.
-Exceptional Skills in ads, search and website analytics platforms (i.e. Google Analytics, Google AdWords, Bing Ads, SA360, Fb Ads).
-The ability to synthesize complex ideas into measurable recommendations for senior executives.
-Excellent communication and presentation skills.
-Used to interpreting and acting upon complex marketing data to create reports, convey meaningful and useful commercial information.
4054","$ 80,000 a 90,000",Empleado de tiempo completo,Nivel Avanzado,,8+ years,"Analitical, Comunication skills, Innovation",,, Ciudad de México,2020-10-30
Líder de Prospección - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.
El puesto será responsable de ejecutar y optimizar las iniciativas de prospección de clientes, enfocadas al crecimiento de la empresa.

Responsabilidades:
-Definir y ejecutar las campañas e iniciativas comerciales para la prospección y adquisición de clientes.
-Ejecutar campañas para email, búsquedas, eventos y redes sociales.
-Definición y seguimiento de palabras y mensajes clave.
-Administración de CRM y herramientas automatizadas de prospección.
-Proveer al equipo de Ventas una lista de clientes prospectos, habiéndolos filtrado antes con base en la estrategia y con la información necesaria para concretar la venta.

Requisitos:
-Profesional en la práctica de Marketing o Comunicación, con 1-2 años de experiencia habiendo trabajado en el área comercial.
-Experiencia manejando CRMs y herramientas de Marketing Digital.
-Conocimiento y experiencia ejecutando estrategias y planes de Marketing Digital.
-Ideal: experiencia previa vendiendo software B2B.
-Conocimientos de Office o herramientas de administración básicas.
-Proactiva/o y organizada/o.
-Dispuesto a trabajar en un ambiente de startup y en situaciones de presión.
-Inglés: medio/avanzado.","$ 35,000 a 40,000",Empleado de tiempo completo,Nivel Intermedio,,1-2 años,Proactivo,,, Ciudad de México,2020-10-30
Talent Acquisition - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.
Responsibilities:
-Help us to design a disruptive Recruitment Process.
-Search for improvements and opportunities regarding our Hiring Process.
-Scale the hiring knowledge within the company.
-Guarantee an outstanding candidate & employee experience.
-Deeply understand hiring needs; partner closely with hiring managers and key stakeholders to develop sourcing and hiring strategies.
-Develop efficient hiring processes and ensure high-touch candidate experience to deliver high-quality candidates and meet hiring goals.
-Connect deeply with the business to understand diversity gaps and support the creation of measurable action plans, tailored diversity pipelining strategies, as well as provide research and mapping on diversity-focused organizations.
-Assist in developing Job Descriptions for new roles and backfills.
-Manage, support and execute on-boarding and orientation for new employees and the off-boarding and exit processes for employees that choose to leave us.
-Support the building of structures, policies and workflows to ensure that onboarding, role transitions and off-boarding are done in a professional manner that enhances the employee experience.
-Manages Emerging Talent and early career programs, eg. intern program.
-Other duties may arise time to time.

Requirements:
-3+ years of Talent Acquisition experience in a fast-paced startup environment (agency experience is a plus).
-Strong interpersonal skills with the ability to build rapport quickly with employees and communicate effectively with all levels of the organization.
-Advanced working knowledge of Spanish and English at minimum (Portuguese is a plus).","$ 50,000 a 60,000",Empleado de tiempo completo,Nivel Avanzado,,3+ years,"Comunication skills, Interpersonal, Organization",Environment,, Ciudad de México,2020-10-30
Compliance Copywriting Analyst - Remoto Latinoamérica,Remoto,Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.
Responsabilidades:
Construirás y supervisarás el proceso de regulación de nuestro contenido, incluida la asistencia a nuestro Growth Team en la traducción de una variedad de material (campañas, tweets, blog posts, etc.), con especial énfasis en inversión y financiero, del español <> inglés, de modo que se conserve la intención y tono del significado original.
Te comunicarás de forma constante con stakeholders internos y externos, incluido el contacto con varias autoridades reguladoras (es decir, FINRA) con respecto a los elementos de cumplimiento de parámetros de contenido.
Ayudarás en la regulación del contenido creado por nuestro Growth Team, incluido el desarrollo y la evolución de los procesos para seguir siendo eficientes a medida que crecemos.
Supervisar, monitorear y ejecutar el calendario interno y externo de los procesos regulatorios.
Crear y mantener documentación clara, así como capacitar a nuestro equipo de contenido sobre las mejores prácticas de lo que podemos y no podemos comunicar.

Requisitos:
+2 años de experiencia en roles de gestión de proyectos o experiencia en optimización de procesos.
Inglés C1 (comunicación escrita y verbal).
Mucha atención al detalle y organización.
Excelente gestión del tiempo.
Fuertes habilidades analíticas y de resolución de problemas.
Sentido del humor.
Plus: tienes experiencia o te interesa en conocer más sobre el mundo de las inversiones y finanzas en general.","$ 20,000 a 25,000",Empleado de tiempo completo,Nivel Avanzado,,+2 años,Resolucion de problemas,,Remote,Remoto,2020-10-30
Finance Manager - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.
The Finance Manager position is a generalist role, reporting directly to the CFO, which entails executing on a wide range of mission-critical functions which keep the organization operating effectively on a day-to-day basis.

Responsibilities:
-Manage accounts receivable and accounts payable and perform collection and payments activities.
-Oversee our external accounting firm in Mexico, ensuring activities related to financial statements and tax compliance are carried out appropriately.
-Oversee and execute payroll activities in the US and Mexico.
-Work with our legal team in the US to form new legal entities and open bank accounts.
-Manage treasury function, ensuring key accounts are adequately funded to meet financial obligations.
-Execute intercompany payments.
-Work with our third-party service provider to select, implement, and manage our ERP solution.
-Design and implement processes including internal controls and procedures.

Requirements:
-Purpose-driven and excited about our mission of facilitating vacation home ownership through tech-enabled fractionalization and property management.
-1 - 2 years of experience at a big-4 accounting firm, boutique accounting firm, or working in finance and administration at a corporate or investment fund.
-Accounting, tax, and treasury skills are highly valued.
-Excellent analytical and problem-solving skills.
-Superior written and verbal communication skills.
-Strong english-language skills are a plus.","$ 60,000 a 70,000",Empleado de tiempo completo,Nivel Avanzado,,1 - 2 years,"Analitical, Comunication skills, Organization, Problem solving, Written and oral communication",,, Ciudad de México,2020-10-30
Executive Assistant - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.

Responsabilidades:
-Trabajarás de cerca y de forma eficaz con nuestro CEO, bien informado de los compromisos y responsabilidades, haciendo un seguimiento adecuado.
-Gestión de calendario: supervisarás y programarás citas. Un rol de ""gatekeeper"", que crea situaciones en las que todos les sea fácil tener contacto con nuestro CEO.
-Gestión de inboxes: supervisarás lo que es una prioridad y te comunicarás directamente, y en nombre del CEO si es necesario (manejo de las comunicaciones).
-Planificación - ejecución de reuniones y eventos: planificarás agendas, proporcionarás notas, realizarás un seguimiento de tareas (si es necesario), ejecutarás la logística para reuniones virtuales y presenciales.
-Coordinarás los viajes que podría tener nuestro CEO en el futuro (hotel, pasajes de avión, etc.).
-Estarás a cargo de enviar obsequios a nuestros inversionistas (si es necesario).
-Ayudarás con proyectos e iniciativas empresariales, personales y familiares.
-Manejarás asuntos de naturaleza confidencial con la mayor profesionalidad y discreción, utilizando tu buen juicio y diplomacia.

Requisitos:
-Experiencia en el apoyo a ejecutivos C-level o roles similares.
-Capacidad para trabajar en un entorno acelerado, priorizar, y realizar una variedad de tareas con poca supervisión y sentido de urgencia.
-Inglés B2 - C1.
-Pensamiento orientado al futuro con capacidad para planificar por adelantado.
-Fuertes habilidades de escritura y comunicación verbal.
-Capacidad para comprender el panorama empresarial y aplicar ese conocimiento a las decisiones del día a día.
-Discreción y confidencialidad en el manejo de información sensible.
-Resides actualmente en CDMX.","$ 25,000 a 30,000",Empleado de tiempo completo,Nivel Intermedio,,,,,, Ciudad de México,2020-10-30
Operations Manager - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.

Responsabilidades:
-Planificar, dirigir, supervisar y evaluar el flujo de trabajo de la operación.
-Debe asegurar y mejorar el desempeño, la productividad y la eficiencia tanto operativa como financieramente para México.
-Mejorar la experiencia del Cliente a través del monitoreo y evaluación de los Indicadores Clave de Desempeño (KPIs) a diario.
-Trabajar en conjunto con el equipo de Operaciones de Chile.
-Formar y desarrollar relaciones con partners en México.
-Dirigir la creación de reportería periódicamente y establecer recomendaciones para lograr el crecimiento de la empresa conforme a sus metas.

Requisitos:
-Administración, Economía, Ingeniería Civil o afín.
-5-6 años de experiencia en cargos similares.
-Experiencia comprobable en rubro relacionado con la logística: couriers, sorting, última milla, bodegas, etc.
-Excelentes habilidades de comunicación y escritura.
-Idioma: Inglés intermedio.
-Manejo de KPIs estratégicos.
-Excelentes habilidades de liderazgo con capacidad demostrada para motivar a otros y lograr resultados.
-Compromiso demostrado con la mejora de procesos, centrado en el cliente en definir la calidad y las prioridades establecidas.
-Capacidad para influir y ganar compromiso en todos los niveles de la organización.
-Fuertes habilidades de facilitación, comunicación oral y escrita.
-Excelentes habilidades de gestión de proyectos.","$ 50,000 a 60,000",Empleado de tiempo completo,Nivel Avanzado,Licenciatura,5-6 años,,,, Ciudad de México,2020-10-30
City Launch Manager - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.

Responsabilidades:
-Liderar el lanzamiento de una nueva Ciudad y coordinar a todas las áreas dentro de la Ciudad.
-Deberás estar abierto a cualquier necesidad que el role requiera: visitas en campo, contacto con clientes, notarías, brokers inmobiliarios, entre otros.
-Serás responsable de entregar resultados de tu Ciudad en todas las áreas (Arquitectura, Adquisiciones, Legal, Ventas...).
-Tendrás la capacidad de negociar y hacer relaciones, con personas y key stakeholders del nuevo hub.
-Serás líder y estarás en campo con tu equipo constantemente. 

Requisitos:
-Te gusta lanzar nuevos proyectos y productos.
-Tienes una mentalidad de emprendimiento.
-Disfrutas viajar, estar en constante movimiento, recorrer las calles de la ciudad hablando con personas para conocer a fondo el mercado y al cliente.
-Llevar muchas tareas al mismo tiempo y entregar resultados en varias áreas.
-La ambigüedad no te asusta y puedes resolver problemas con los recursos que tienes a la mano.
-Puedes liderar un equipo y guiarlos a los objetivos.","$ 60,000 a 70,000",Empleado de tiempo completo,Nivel Intermedio,,,,,, Ciudad de México,2020-10-30
Tech Product Manager - Remoto en Latinoamérica,Remoto,Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.
We are looking for an innovative Product Manager to join our Product Management dream team and define and lead the execution of our internal tech tools and manage the multi-team development and operational delivery by understanding business requirements, managing changes, removing roadblocks, and communicating broadly with multiple functional teams.

Responsibilities:
-Manage all lifecycle stages for our internal tech tools; from ideation through sunset.
-Ensure that the team gets most of the value with the minimum resources possible.
-Coordinate Design, Tech, Ops to develop new products and improve existing ones.
-Support Ops teams with non-happy path processes.
-Budget resources and ensure they are allocated to products.
-Ensure consistent Project Management and documentation processes across the org.
-Manage agile product development process from product management point of view.
-Develop and implement product strategies consistent with company vision.
-Identify areas for growth and create strategic product line roadmaps to help drive adoption of the product and differentiating features.

Requirements:
-Previous working experience as Product Manager for 4+ years.
-In-depth knowledge of Agile methodology for Product Development.
-Excellent organizational and time management skills.
-Sharp analytical and problem-solving skills.","$ 70,000 a 80,000",Empleado de tiempo completo,Nivel Avanzado,,4+ years,"Analitical, Comunication skills, Innovation, Organization, Problem solving, strategic",,Remote,Remoto,2020-10-30
