Title,Location,Company,Description,Salary,Tipo_Puesto,English,Academy_grade,Years_Experience,SoftSkill,HardSkill,Remoto,Estado,Accessed_Date
COORDINADOR DE DESARROLLO WEB (POR PROYECTO),"San Pedro Tlaquepaque, Jalisco",C&A Mexico,"PERFIL DE PUESTO:
Lider en desarrollo, implementación, mantenimiento de nuestra tienda en línea, así como de dar soporte técnico a todo el Hardware y Software de nuestra organización. Logrando la correcta administración, gestión y control del área. Comprobando que el front end y el back end están correctamente vinculados
Saber coordinar las funciones de un analista técnico y de un programador. Ejecución de pruebas unitarias de desarrollo
Desarrollo de nuevas funcionalidades para gestionar los pedidos entre sistemas administrativos y las tiendas en línea
Desarrollo de nuevas funcionalidades en la página de internet.
Soporte técnico a los usuarios finales de la empresa Hardware y Software
Capacidad para la redacción de informes pero también diagramas.
Poseer dos cualidades para desarrollar sus tareas de prueba y mejora de programas como son la observación y la paciencia

REQUISITOS:
Ingeniero en Sistemas, Desarrollo o afín

3 a 4 años de experiencia en:
Análisis de proyectos a desarrollar
Definición de necesidades del cliente y conversión en requisitos técnicos
Supervisión y soporte de las aplicaciones
Experiencia  en Desarrollo de Ecommerce, CRM y/o Salesforce
 .Net, HTML5, GIT ,PHP, CSS, Bootstrap, JavaScript (jQuery), BBDD SQL, MySQL Y POSTGRESQL y BITBUCKET, SCRUM, APEX

HABILIDADES
Capacidad de consultor o de convertirse un consultor interno
Pensamiento analítico y estructurado. 
Alta capacidad de análisis y de concentración.
Buena disposición para la comunicación y el trabajo en equipo pero, a la vez, ser capaz de gestionar con autonomía e iniciativa.
Habilidad para la resolución de problemas.
Capacidad de autocrítica para poder observar dónde y cómo puede mejorar su rendimiento.
Ser ordenado y metódico a la hora de afrontar las tareas laborales.",No especificado,Empleado de tiempo completo,Nivel Avanzado,Licenciatura,4 años,"Resolucion de problemas, Trabajo en equipo","HTML, CSS, JavaScript, SQL, PHP, JQuery, MySQL, PostgreSQL, Scrum, salesforce, Git, BitBucket",, Jalisco,2021-11-04
Consultores de Ciberseguridad,"Benito Juárez, Ciudad de México",Valuglobal Consultoria,"Consultor de Ciberseguridad.
Ing. en Cibernética, Lic. en Informática, Ing. en Sistemas o afín.
Proyecto multianual.
Actividades:
Definición de estándares y normativa para la seguridad en la arquitectura tecnológica (on premise/cloud).
Definición de baselines, estándares y hardening de seguridad.
Ejecución de procesos de gestión de vulnerabilidades y ejecución de procesos de gestión de riesgos.
Coordinación y seguimiento a acciones de hardening, mitigación de riesgos y vulnerabilidades.
Integración y reporte de métricas de hardening y mitigación de riesgos y vulnerabilidades.
  Experiencia:
Experiencia en la definición de estrategias y procesos de seguridad de la información y ciberseguridad.
Experiencia en la gestión y manejo de equipos de ciberseguridad con especialistas de diversas áreas: arquitectura, vulnerabilidades, SOC, ciberinteligencia, administración de tecnologías de ciberseguridad.
Experiencia como consultor especialista en proyectos de ciberseguridad.
Experiencia en gestión de riesgos de ciberseguridad.
Atención de auditorías de seguridad de la información.
En la ejecución de procesos de hardening.
  Conocimientos:
Arquitectura de Servicios de ciberseguridad: SOC, inteligencia de amenazas, infraestructura de seguridad, gobierno y gestión de seguridad de la información.
Entendimiento general de arquitecturas y tecnologías de ciberseguridad.
Procedimientos de hardening.
Proceso de gestión de vulnerabilidades y riesgos de ciberseguridad.
Conocimientos en prácticas y estándares de ciberseguridad: ISO 27001, practicas NIST de ciberseguridad, etc.
Conocimientos en prácticas y estándares de gestión de riesgos: ISO 31000, ISO 27005, etc.
En procedimientos de prácticas de respuesta a incidentes de ciberseguridad.
Conocimientos de modelos y marcos de referencia de arquitecturas de seguridad on premise / cloud.",No especificado,Empleado de tiempo completo,Nivel Intermedio,Licenciatura,,,,, Ciudad de México,2021-11-04
Ingeniero de Ciberseguridad,"Cuauhtémoc, Ciudad de México",DyNet,"En DyNet reconocemos que el crecimiento depende de TI, es por eso que contamos con planes integrales de carrera para cada uno de los colaboradores y políticas flexibles, esto en una trayectoria de 21 años en el mercado siendo lideres en soluciones de tecnologías de la información.  
Objetivo del puesto:
*Diseñar soluciones que cumplan y excedan las expectativas de nuestros clientes, aterrizando sus necesidades de manera realista, documentándolas  y presentándolas de manera clara, de modo que el cliente confié en ellas.
*Colaborar en el área de ventas para convencer a clientes y prospectos sobre los beneficios que las soluciones de DyNet pueden tener en su organización, aprovechando su experiencia y alto conocimiento técnico.
*Mantener un alto nivel de conocimiento técnico de las soluciones dentro del portafolio DyNet asignadas, apoyando en la creación de planes de capacitación efectivos y cumpliendo con ellos en tiempo y forma.

Funciones:
1. Detectar necesidades de clientes y prospectos.
2. Realizar demostraciones, pruebas de concepto e implementaciones de proyectos en tiempo y forma, estableciendo alcances bien definidos para lograr una satisfacción  total del cliente.
3. Garantizar la documentación de las actividades realizadas en el proyecto se tenga de manera oportuna y con la calidad requerida.
4. Aportar su experiencia en cada proyecto para mejorar los procesos de implementación, buscando reducir tiempos y costos.
5. Atender en tiempo y forma las actividades de preventa asignadas.
6. Completar el plan de capacitación asignado que permita mantener el nivel de certificaciones.

Requisitos:
Escolaridad:  Ing. En computación, Lic. En informática  o carrera afín.
Conocimientos: Redes básico, Direccionamiento IP, Segmentación (VLANS SMTP), Administración y Configuración de Firewall, Fundamentos de virtualización, infraestructuras cloud, administración de bases de datos, fundamentos de ciberseguridad y filtrado de contenido. 

Ofrecemos:
Prestaciones de ley (seguro social, vacaciones, prima vacacional y aguinaldo)
SGMM
Comisiones
Home Office ","$ 15,000 a 20,000",Empleado de tiempo completo,Nivel Básico,Licenciatura,21 años,,Office,, Ciudad de México,2021-11-04
BI SR,"Cuauhtémoc, Ciudad de México",Enki,"Dominas más de una herramienta de BI y has diseñado modelos relacionales en un Data Warehouse, con conocimientos en: Linux, CSS, HTML5, JavaScript.
Puedes realizar recomendaciones de desempeño de una plataforma de BI (MicroStrategy, Tableau, Power BI, etc.), diseñado prototipos con UX, y arquitectando soluciones con miles de millones de registros en una plataforma de BI.
Estás dispuesto a capacitarte y certificarte en las herramientas más novedosas del mercado.
Tienes inglés avanzado conversacional y disponibilidad para tomar cursos los sábados, así como realizar un examen teórico y un examen práctico de BI.
¡Esta oportunidad es para ti!
INDISPENSABLES:
·          Conocimiento avanzado de SQL.
·          Conocimiento en 2 lenguajes de programación como C++, Java, Python, .NET, Scala.
·          Experiencia en desarrollo de tableros y administración de MicroStrategy, Power BI, Tableau, Qlik Sense.
·          Experiencia en Arquitectura y Modelado de Datos de un Data Warehouse (Snowflake, Estrella, Desnormalizado), con tecnologías como: Teradata, Exadata, Netezza, Snowflake, etc.
·          Experiencia en la gestión de requerimientos, análisis de impacto, pruebas internas y funcionales, con metodologías top-down, bottom-up, kimball.
·          Conocimiento en mejores prácticas de desempeño en BI, con cientos o miles de millones de registros.
·          Experiencia mayor a 3 años en proyectos de BI de gran escala (corporativos).
·          Certificación en alguna herramienta de BI.
  DESEABLES:
·          Certificación básica en metodología ágil, por ejemplo: SCRUM Fundamentals.
·          Conocimiento en alguna base de datos no estructurada (NO-SQL) como MongoDB, Hadoop, etc.
·          Conocimientos Básicos de HTML5 y CSS.

OFRECEMOS:
·           Horario: 9-6 pm lunes a viernes
·           Capacitación continua",No especificado,Empleado de tiempo completo,Nivel Avanzado,,3 años,,"C/C++, Python, HTML, CSS, Java, JavaScript, SQL, Scala, MongoDB, Data Warehouse, Scrum, Linux, Hadoop, Tableau, Power BI, Qlik Sense",, Ciudad de México,2021-11-04
IT Especialista de Seguridad y Redes - Cdmx,"Cuauhtémoc, Ciudad de México",Listopro,"Listopro es una plataforma que conecta candidatos con empresas en Latinoamérica. Es la primera donde al completar tu perfil, son las empresas las que te invitan a sus procesos.

¿Cómo funciona el proceso?
1.El primer paso es completar tu perfil en nuestra página.
2.Te contactamos para que seas validado.
3.Las empresas te invitan a sus procesos.
4.Crear una cuenta es totalmente gratuita.
5.Si ya tienes una cuenta, solo ingresa a listopro.com y actualiza tu perfil.

Acerca de la posición.
Somos una Fintech en plena expansión, con el objetivo de ampliar en los próximos meses nuestro portafolio, tanto de productos financieros como de clientes y queremos integrar a nuestro equipo un IT Especialista de Seguridad y Redes.

Este role tiene como misión mantener la operación de todos los servicios de comunicaciones de la organización y  la operación de toda la infraestructura tecnológica de las oficinas de la empresa.

Responsabilidades:
- Monitorear y administrar todos los servicios de comunicaciones y toda la infraestructura tecnológica de las oficinas de la organización.
- Administrar proveedores de servicios de Tecnología y de seguridad informática.
- Participar en los proyectos de remodelación y cambio de oficinas.
- Administrar equipos de CCTV y Control de accesos.
- Dar soporte de primer y segundo nivel para todos los servicios de TI de la Organización.
- Dar apoyo con temas de Cumplimiento y Auditorías de TI.
-Soportar los servicios en Nube.

Requisitos:
- Licenciatura en Administración TI, Ingeniería Electrónica, Comunicaciones, Redes.
- Experiencia en mudanza tecnológica de oficinas.
- Experiencia en administración de comunicaciones de oficinas foráneas a través de VPNs, MPLS o SDWAN.
- Experiencia en administración de PBX y telefonía IP (FreePBX, Yealink)
- Experiencia en Linux.
- Experiencia en equipos Windows.
- Experiencia en equipos MAC.
- Experiencia en administración de Firewall (Fortinet, Sonicwall).
- Experiencia en Redes inalámbricas (UniFi o Ubiquiti y Aruba).
- Experiencia en equipos de ruteo y switcheo (Fortinet, Ubiquiti y Aruba).
- Experiencia en servicios de comunicaciones (HSI y Telefonía).
- Experiencia en implementación de servicios nuevos (WSUS, AD).
- Experiencia en servicios en nube (AWS).
- Administración de VPC, Administración de EC2, Administración de VPN,Administración de Transit Gateways, etc.).
- Experiencia en Administración de CCTV (Hikvision y Dahua) y Control de Accesos (BioStar).
- Experiencia en equipos de Videoconferencia (Zoom, Cisco, etc.).
- Experiencia en administración de consola Gsuite.
- Idiomas: Español e Inglés avanzado.
- Conocimientos normativos/legales: ISO 27001 y administración de TI.
- Formación específica profesional: cursos de CCNA e ITIL.
4313","$ 70,000 a 80,000",Empleado de tiempo completo,Nivel Avanzado,Licenciatura,,,"Linux, AWS, EC2, Cisco",, Ciudad de México,2021-11-04
Analista eCommerce,"Apodaca, Nuevo León","CONSISS, S.A. DE C.V.","En Consiss innovation labs somos socio estratégico de muchas empresas para proporcionar soluciones de tecnología, brindando servicios de staffing de personal, fábrica de software, con más de 20 años en el mercado y presencia en el Norte, Centro y Sudamérica.
  Actualmente estamos buscando Business Analyst Ecommerce para uno de nuestros clientes.
  ¿Qué aportaras al equipo?
  Como Business Analyst Ecommerce serás responsable de brindar la mejor experiencia de Usuario asegurando el correcto funcionamiento de los procesos
    Experiencia de 3 a 5 años.
  Requisitos:
·          Conocimientos básicos de configuración web.
·          DNSs, hosting, dominios, certificaciones web, cloud computing, arquitectura web, APIs, protocolos web, firewall.
·          Experiencia laboral en campos relevantes y relacionados con el eCommerce y el Marketing Digital en el depertamento de TI.
·          Experiencia probada en procesos y aplicaciones de negocio de Marketing Digital y eCommerce.
·          Conocimiento especial en las principales plataformas tecnológicas de eCommerce como SAP Hybris, Adobe AEM, Vtex, Wordpress, Websphere Commerce, u otras
·          Experiencia en la implementación de sitios o proyectos de eCommerce.
·          Conocimiento y experiencia en analítica web.
·          Conocimiento de procesos de negocio y aplicaciones de retail y B2C.
·          conocimiento de SAP ECC-SD
·          Capacidad probada para entregar proyectos tecnológicos de alto perfil y complejos.
·          Sólida capacidad analítica y de gestión de proyectos, incluyendo un profundo conocimiento de cómo interpretar las necesidades empresariales y traducirlas en requisitos operativos y de proyectos
  Actividades
● Ayudar a construir y mantener un ecosistema digital de clase mundial, y apoyar la transformación digital de la empresa.
● Responsable no sólo de la ejecución e implementación exitosa de los sitios regionales de eCommerce, marketplaces y herramientas de marketing digital.
● Mantener esos sitios y herramientas implementando mejoras, MOBs y asegurando que se resuelvan los problemas e incidentes adecuados.
● Incluir la priorización y solución de nuevos requisitos e incidencias, el desarrollo de la estrategia tecnológica y la hoja de ruta de la solución.
● Diseño técnico de la arquitectura de la solución, la evaluación de las soluciones tecnológicas a corto y largo plazo, para establecer y entregar los objetivos conjuntos de negocio / TI.
● Gestionar las actividades operativas de apoyo a las aplicaciones e infraestructuras de las funciones empresariales, para establecer planes sostenibles de formación de usuarios finales/gestión del cambio, y gestionar proyectos y mejoras a través de la cadena de valor para las áreas internas mencionadas.
● Colaborar con compañeros de equipo internos y externos, equipos, socios y organizaciones de la Región de América del Norte (NAR - EE.UU. y CA), Región de América Latina - Sur (LARS - Brasil, Perú, Argentina) donde en ocasiones, las conversaciones y negociaciones complejas se llevan a cabo en inglés.
● Sólidas habilidades y conocimientos en la configuración y operación de la web, tales como correo electrónico, DNS, certificados web, y configuración de servidores y administración de IIS y AWS; así como una fuerte habilidad y conocimiento en la gestión de procesos de negocio y proyectos.
● Aportar perspectiva externa y liderazgo de pensamiento al trabajo, ejecutar las mejores prácticas y desarrollar y mejorar los procesos de negocio.
 ● La gestión de proyectos incluye el establecimiento y la gestión de presupuestos y calendarios de proyectos, la gestión de planes de recursos, el establecimiento de estatutos/esquemas de proyectos de forma adecuada, la recopilación de requisitos, el mapeo de dependencias, el mapeo de procesos, la gestión de problemas, riesgos, estado, control de cambios, alcance, así como las integraciones técnicas.
● Asegurar la satisfacción de las necesidades técnicas como experto en la materia (SME) de Marketing Digital y Business To Consumer (B2C) para traducir los procesos de negocio en hojas de ruta tecnológicas, proyectos, soluciones operativas y de mejora continua en colaboración con los equipos de desarrollo y arquitectura, SMEs técnicos y proveedores internos o externos.
  ¿Quieres ser parte de nosotros?
  Envía tu CV al correo indicado (No olvides incluir tu teléfono actualizado, sueldo deseado y horario disponible para entrevista telefónica inicial).
  ¡Atrévete a vivir experiencias extraordinarias y llevemos juntos a nuestros clientes a la Nueva Ola Tecnológica!!",No especificado,Empleado de tiempo completo,Nivel Avanzado,,"20 años, 5 años","Capacidad Analitica, Innovation","AWS, SAP",, Nuevo León,2021-11-04
Ingeniero de Infraestructura Senior,"Guadalajara, Jalisco",O'Reilly - MAYASA/ORMA Autopartes,"Funciones del puesto:
Trabaja con los arquitectos de sistemas y la dirección para ayudar a dar forma a las normas de seguridad y del sistema y aplicar las mejores prácticas 
Realiza análisis de sistemas, hardware o software para descubrir cuestiones y resolver problemas complicados que suelen abarcar varios sistemas 
Se centra normalmente en los esfuerzos de diseño del sistema y en garantizar que los sistemas se implementen de forma coherente, segura y eficiente 
Diseñar la redundancia del sistema para minimizar el tiempo medio entre fallos (MTBF)  
Proporcionar sistemas y herramientas de recuperación de datos para minimizar el tiempo medio de recuperación (MTTR)  
Colaborar con los ingenieros para desarrollar la automatización del despliegue y el mantenimiento de los servicios existentes y nuevos  
Analizar y solucionar problemas con la base de datos, la red, el almacenamiento, los servidores y los hosts VMware subyacentes  
Revisa las copias de seguridad de la base de datos y los recursos de recuperación de desastres para garantizar la protección de los datos de la empresa. 
Instala nuevas versiones de software, actualizaciones del sistema, evalúa e instala parches del sistema operativo y resuelve problemas relacionados con el software. 
Trabaja con la dirección de TI y el departamento de auditoría interna para garantizar que el software del servidor y la configuración de seguridad cumplen con los requisitos de auditoría. 
Realiza la administración de cuentas de usuario y grupos para los servidores del área de responsabilidad. Realiza la revisión periódica de las cuentas y la configuración de seguridad según los requisitos de auditoría. 
Supervisa el hardware y la configuración del servidor para garantizar la integridad de los datos y el software. 
Abrir tickets de soporte con el proveedor de terceros para resolver problemas si es necesario 

Requisitos del puesto:
Experiencia en migraciones de servidores, software, aplicaciones y servicios. 
Experiencia con hardware, appliance y servicios en la nube como servidores, almacenamiento y equipos de comunicación en general (firewalls switches, etc.) de marcas como Cisco, Palo Alto, Sophos, Fortinet, Dell, EMC y Aruba 
Habilidades de comunicación efectiva, con la capacidad de comunicarse claramente con las partes interesadas y el personal técnico en situaciones de alto estrés.  
Experiencia en la entrega de proyectos grandes y complejos.  
Habilidades excepcionales para la resolución de problemas.  
Gran sentido de la urgencia y deseo de automatizar tareas.  
Deseable: 
Certificación Vmware. 
Experiencia en Veeam 
Experiencia en Active Directory 
Linux Redhat ",No especificado,Empleado de tiempo completo,Nivel Avanzado,,,Resolucion de problemas,"Linux, VMWare, Cisco",, Jalisco,2021-11-04
Gerente Plataformas Digitales,"Miguel Hidalgo, Ciudad de México",Coppel,"Función:
Diseñar la estrategia y la transformación digital para crear nuevo valor mediante soluciones integrales de tecnología con el objetivo de impulsar el crecimiento para Grupo Coppel

Responsabilidades:
• Alinear junto con el Comité (Omnicanal eCommerce Marketplace) en las necesidades, prioridades e iniciativas a desarrollar para fortalecer el crecimiento de los canales digitales.
• Asegurar la operatividad y disponibilidad de los sistemas y servicios basados en Tecnologías de información y comunicaciones que permitan eficientar los tiempos de respuesta de manera proactiva.
• Impulsar la migración de aplicaciones bajo arquitecturas monolíticas a arquitecturas soportadas en cloud para asegurar la escalabilidad de los sistemas
• Diseñar estrategias para ofrecer productos y/o servicios diferenciados mediante el análisis de ofertas y/o capacidades, experiencia del Cliente con el objetivo incrementar la cartera y preferencia de los Clientes digitales.
• Asegurar la implementación de mejoras en los procesos de Service Desk para la gestión de cambios, incidentes, eventos y problemas, garantizando la menor disrupción posible en los sistemas del Grupo.
• Adquirir y adoptar las tecnologías disponibles en el mercado para cubrir las necesidades del negocio y mantener un ambiente de mejora continua de acuerdo a las necesidades tecnologicas del Grupo.
• Garantizar la colaboración, el intercambio de conocimientos y las mejores prácticas digitales entre socios de negocio y colegas para ayudar a integrar un sólido ecosistema digital.
• Asegurar el uso inteligente de herramientas, plataformas, tecnologías, servicios y procesos digitales para cumplir con los estándares de servicio definidos en lo que respecta a las plataformas digitales.

Escolaridad:
Ingenieria en Sistemas Computacionales, Licenciatura en Informatica, Ingenieria Industrial, Licenciatura en Mercadotecnia Maestria en Tecnologias de la información, eCommerce, Marketing Digital, Administración de Negocios

Otros conocimientos:
Planeación Estratégica
Gestión de Proyectos
Desarrollo de Software (métodos tradicional y ágiles)
Infraestructura tecnológica (Proceso, comunicación y almacenamiento)
Diseño e implementación de funciones exponenciales (Negocio)
Medios Digitales (Comercio electrónico)
Gestión del Cambio
Movilidad (Aplicaciones móviles digitales)
BigData
eBusiness
Liderar equipos multidisciplinarios y autonomía de decisiones.
Creación de equipos de alto desempeño

Experiencia externa:","$ 250,000 a 300,000",Empleado de tiempo completo,Nivel Avanzado,"Licenciatura, Maestria",,Proactivo,,, Ciudad de México,2021-11-04
Consultor Jr Análisis de Desarrollo,"Coyoacán, Ciudad de México",GNP,"Misión:
    Garantizar que los proyectos o mantenimientos de complejidad baja-media que le son asignados para atender los requerimientos de TI asociados, cumplan los objetivos esperados en cuanto a alcance, tiempo, costo y calidad, coordinando de forma efectiva las actividades de los diferentes grupos de trabajo que participan en el esfuerzo y cumpliendo con los procesos establecidos.
  Funciones:
    Coordinar la definición del diseño a alto nivel de la solución y del plan de trabajo para desarrollarla, a partir del análisis de los requerimientos de TI de complejidad baja-media que le son asignados; considerando los procesos de negocio, aplicaciones y tecnologías involucradas.
Gestionar, durante todo su ciclo de vida, el proyecto/mantenimiento de complejidad baja-media del cual es responsable para garantizar que la solución desarrollada atienda el requerimiento de TI asociado, tenga la calidad esperada y sea liberada a producción en la fecha comprometida.
Supervisar la construcción y pruebas de la solución a fin de asegurar que ésta atienda el requerimiento de TI de complejidad baja-media del cual es responsable.
Gestionar la liberación de la solución al ambiente productivo y asegurar la solución de todos los incidentes que puedan presentarse durante la implantación y el período de garantía.
Asegurar que se realice la entrega formal de la solución a la Mesa de Servicio, área de Mantenimiento y Operaciones TI para que estas áreas tengas los elementos suficientes para darle soporte, mantenimiento y operarla, respectivamente.
Garantizar la generación y resguardo de toda la documentación asociada a cada proyecto o mantenimiento de complejidad baja-media que dirija, a fin de que quede disponible para su consulta posterior.
  Conocimientos:
    Sistemas, Ingeniería de Sistemas o carreras afines.
Arquitectura de software, sistemas operativos, base de datos, redes.
Análisis, diseño, desarrollo y pruebas.
PMI, Scrum, Agile.
Nube, cliente-servidor, mainframe y aplicaciones móviles.
  Experiencia:
  Conocimientos generales de seguros.
Administración o participación en proyectos (Clarizen, Microsoft Project) para el desarrollo de software relacionados con los procesos de negocio de la especialidad del Puesto/Manejo de equipos de trabajo multidisciplinarios.
Java, Eclipse, Maven, Gradle, Hibernate Deseable: JavaScript, Squirrel, Google Cloud Platform.
DB2, Oracle, SQL Server, MySQL, CloudSQL.

  Ofrecemos :
  $22,068.00 Brutos
45 días de Aguinaldo
20 días de Vacaciones
15 días de Prima Vacacional
13% Fondo de Ahorro
$684 de Vales de Despensa Mensuales
Seguro de Gastos Médicos
Bono de Beneficios (24.2 días de sueldo base en julio)
Pago 100% Nómina
Contratación directa con GNP Seguros
Home Office Temporal
Oficina: Av Cerro de las Torres 395 Col. Campestre Churubusco
Horario L-V 8:30 am a 6:00 pm (1 hora de comida)","$ 20,000 a 25,000",Empleado de tiempo completo,Nivel Básico,Licenciatura,,,"Java, JavaScript, SQL, MySQL, SQL server, Oracle, Office, Scrum, GCP",, Ciudad de México,2021-11-04
Contador - Remoto en Latinoamérica,Remoto,Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.
Deberá cumplir en tiempo y forma las obligaciones fiscales, promocionando un entorno organizacional favorable, con el objetivo de desarrollar una cultura en la que se procure el trabajo digno de mejora continua, a través del desarrollo de sus colaboradores en un ambiente de trabajo sano y libre de riesgos, velando por la paz laboral.


Responsabilidades:
-Líneas de crédito: elaboración de los estados financieros / determinación del efecto de conversión.
-Cierre mensual contable y fiscal. 
-Cumplimiento del programa de trabajo (enfocado a mejoras) y seguimiento de pendientes.
-Cumplimiento con obligaciones fiscales (IVA, ISR, PTU, IMSS), así como amplio conocimiento de impuestos diferidos. 

Experiencia:
-Contabilidad (7-5 años): Planeación Fiscal y presentación de Impuestos Locales y Federales, Nóminas, IMSS, INFONAVIT.
-Realizar oportunamente los cierres mensuales y anuales, preparar los estados financieros.
-Tramites ante diversas autoridades, atención, Auditorías Internas y Externas, DIOT, DIMM, Contabilidad Electrónica, Buzón Tributario, Declaraciones Anuales P.M., P.F., Sueldos y Salarios.
-Elaboración de registros contables, amortizaciones y depreciaciones, cálculo de impuestos e integración de costos.
-IFRS / NIF (7-5 años): conocimiento avanzado en ""IFRS"", ""NIF"", haber participado en proyectos de implementación de IFRSs, conocimientos avanzados en reconocimiento de ingresos y costos, conocimiento avanzado sobre la implementación de políticas contables.
-Elaboración de estados financieros separados y consolidados (7-5 años): conocimiento avanzado en la preparación de ""Estados financieros, separados y consolidados"", bajo IFRS y NIF ""Estado de posición financiera, Estado de Resultados y otros resultados integrales, Estado de cambios en el capital contable y Estado de flujos de efectivo"". 
-Proceso de consolidación (5 -7 años): conocimiento avanzado realizando consolidación financiera bajo IFRS, así como determinando efectos de conversión por moneda extranjera. 
-Facturación (5 - 7 años): revisión de facturación de proveedores y acreedores, aplicación correcta de la versión 3.3 de CFDI.
-Cierre contable financiero (5 - 7 años): conocimiento avanzado sobre la supervisión de las distintas áreas que involucran un cierre contable financiero.
-Fiscal (5 - 7 años): conocimiento avanzado en temas fiscales, para la elaboración y reporte del cierre fiscal mensual, cálculo y determinación de impuestos a la utilidad diferidos.
-Recursos Humanos (5 - 7 años): supervisión y administración de personal administrativo (mínimo 5 empleados).","$ 60,000 a 70,000",Empleado de tiempo completo,Nivel Intermedio,,"7-5 años, 7-5 años, 7-5 años, 5 -7 años, 5 - 7 años, 5 - 7 años, 5 - 7 años, 5 - 7 años",,,Remote,Remoto,2021-11-04
Contador - Remoto en Latinoamérica,Remoto,Listopro,"Listopro es la mejor manera de conseguir tu proximo trabajo digital. Grandes corporativos, empresas de tecnología y startups utilizan nuestra plataforma para contratar posiciones estratégicas, principalmente en tecnología, producto, ventas de software y marketing digital.Nuestra plataforma es la primera que invierte el proceso de postulación: en Listopro, son las empresas quien invita a los candidatos, al completar tu perfil eres considerado para las vacantes que coinciden con tu perfil.

¿Como funciona el proceso?
1.Completa tu perfil en nuestra página. 
2.Espera a que una empresa te invite a su proceso, no necesitas postularte como en los portales tradicionales
3.Crear una cuenta es totalmente gratuita, además te da acceso a varias herramientas, para crear tu CV o acceso a material para capacitarte
4.Si ya tienes cuenta, simplemente entrar a nuestra página y actualiza tu perfil.

Sobre esta posición.
Deberá cumplir en tiempo y forma las obligaciones fiscales, promocionando un entorno organizacional favorable, con el objetivo de desarrollar una cultura en la que se procure el trabajo digno de mejora continua, a través del desarrollo de sus colaboradores en un ambiente de trabajo sano y libre de riesgos, velando por la paz laboral.

Responsabilidades:
-Líneas de crédito: elaboración de los estados financieros / determinación del efecto de conversión.
-Cierre mensual contable y fiscal. 
-Cumplimiento del programa de trabajo (enfocado a mejoras) y seguimiento de pendientes.
-Cumplimiento con obligaciones fiscales (IVA, ISR, PTU, IMSS), así como amplio conocimiento de impuestos diferidos. 

Experiencia:
-Contabilidad (7-5 años): Planeación Fiscal y presentación de Impuestos Locales y Federales, Nóminas, IMSS, INFONAVIT.
-Realizar oportunamente los cierres mensuales y anuales, preparar los estados financieros.
-Tramites ante diversas autoridades, atención, Auditorías Internas y Externas, DIOT, DIMM, Contabilidad Electrónica, Buzón Tributario, Declaraciones Anuales P.M., P.F., Sueldos y Salarios.
-Elaboración de registros contables, amortizaciones y depreciaciones, cálculo de impuestos e integración de costos.
-IFRS / NIF (7-5 años): conocimiento avanzado en ""IFRS"", ""NIF"", haber participado en proyectos de implementación de IFRSs, conocimientos avanzados en reconocimiento de ingresos y costos, conocimiento avanzado sobre la implementación de políticas contables.
-Elaboración de estados financieros separados y consolidados (7-5 años): conocimiento avanzado en la preparación de ""Estados financieros, separados y consolidados"", bajo IFRS y NIF ""Estado de posición financiera, Estado de Resultados y otros resultados integrales, Estado de cambios en el capital contable y Estado de flujos de efectivo"". 
-Proceso de consolidación (5 -7 años): conocimiento avanzado realizando consolidación financiera bajo IFRS, así como determinando efectos de conversión por moneda extranjera. 
-Facturación (5 - 7 años): revisión de facturación de proveedores y acreedores, aplicación correcta de la versión 3.3 de CFDI.
-Cierre contable financiero (5 - 7 años): conocimiento avanzado sobre la supervisión de las distintas áreas que involucran un cierre contable financiero.
-Fiscal (5 - 7 años): conocimiento avanzado en temas fiscales, para la elaboración y reporte del cierre fiscal mensual, cálculo y determinación de impuestos a la utilidad diferidos.
-Recursos Humanos (5 - 7 años): supervisión y administración de personal administrativo (mínimo 5 empleados).","$ 70,000 a 80,000",Empleado de tiempo completo,Nivel Avanzado,,"7-5 años, 7-5 años, 7-5 años, 5 -7 años, 5 - 7 años, 5 - 7 años, 5 - 7 años, 5 - 7 años",,,Remote,Remoto,2021-11-04
